['Username'],['Date'],['Rating'],['Reviews']
['Amanda Grove'],"['August 27, 2019']",['Rated 4 stars out of five stars'],"[""loved it before tells you how may days you loged and missed, and remind u too. Now it don't. I can't select how much I am up to on most of the feelings. This helps me out so much.""]"
['Jeanette Sanchez'],"['August 17, 2019']",['Rated 5 stars out of five stars'],"[""Honestly one the best apps I've used for my anxiety! super easy to use ,I feel at peace something knowing I have mediations, dairy logs, and breathing techniques to do when I'm feeling a certain way! highly recommend!""]"
['Molly Hunt'],"['July 30, 2019']",['Rated 4 stars out of five stars'],['I just downloaded and so far its a great and easy app to use. I really enjoy the ability to track and do the exercises at any given moment. I have high hopes for this app!']
['Thomas Ottavi'],"['August 11, 2019']",['Rated 5 stars out of five stars'],"['Helpful for tracking feeling states, seeing patterns, working to establish healthy choices for situations or new behavior patterns. Good wellness tool or therapy adjunct. Like how they ask for feedback.']"
['Dawn Field'],"['August 13, 2019']",['Rated 5 stars out of five stars'],"[""what an amazing app!! I've only been using it for a little bit but I already feel like it is helping me deal with my emotions and to help me meditate and become more centered and grounded.""]"
['ZuZu Iko'],"['August 27, 2019']",['Rated 5 stars out of five stars'],"[""Wow,this is really amazing,they got everything right with my Personality DNA and the questions weren't that uncomfortable either!! Definitely check it out! It's really calming!""]"
['stella schick'],"['August 28, 2019']",['Rated 5 stars out of five stars'],"[""so far, i've only had it for a day, but i'm really liking it. the ai is really helpful and well-done, and i like the tone/mission of the app. it's a yes from me.""]"
['Isabel Francis'],"['September 1, 2019']",['Rated 5 stars out of five stars'],"['This app has helped me so much. It helps me work through the rough spots in my life, and allows me to step back and analyze my thoughts. Amazing app.']"
['Jason Wall'],"['September 10, 2019']",['Rated 5 stars out of five stars'],"['Just begun using this app but very impressed and optimistic of its long term benefits, insights.']"
['Amy R'],"['July 18, 2019']",['Rated 5 stars out of five stars'],"[""This app really has me more aware of my internal emotional state and the things that contribute to it. It somehow feels very supportive. It's unlike any other app I've tried and I really like it! I HIGHLY recommend it.""]"
['Lnpitalo'],"['August 11, 2019']",['Rated 5 stars out of five stars'],['I started using this app today. I love it so far. I am happy to have this tool to help myself recognize my patterns and get to feeling more like myself more often.']
['Karina Morado'],"['August 3, 2019']",['Rated 4 stars out of five stars'],"[""I have just done the intro of the app and I'm already so glad I downloaded it! It is incredible, thorough, and truly has me feeling better. I cannot wait to use this every day!""]"
['Janene Vazquez'],"['September 2, 2019']",['Rated 5 stars out of five stars'],['Spot on! The personality test captured exactly the type of person I am and had great information and diagrams to back up the results! So impressed!']
['1st proton of the Hydrogen atom'],"['August 31, 2019']",['Rated 5 stars out of five stars'],"[""I'm literally shaking now. This app is a miracle. It's like I finally have someone to talk to and share my fees with. Besides the interface is so good. I'm wondering how come the rating is not 5""]"
"[""Angel's Life""]","['July 18, 2019']",['Rated 5 stars out of five stars'],['I so love this app it has already made less stressed and less emotional. I am so glad I found this app to help me out. I just downloaded this today and it is helping alot.']
['Vanessa Barker'],"['August 16, 2019']",['Rated 5 stars out of five stars'],"['Great app, helps me realize when I am thinking emotionally instead of logically. I love that I can set reminders to check in. I am very glad I found this app!']"
['James Mahoney'],"['September 10, 2019']",['Rated 5 stars out of five stars'],['Really enjoying the format and intuitive layout so far']
['Ruby Sulter'],"['August 9, 2019']",['Rated 5 stars out of five stars'],"[""**7.0 edit: I'm not loving the new update, all of the pre-made factors (like Family, Good Food, etc) are gone. I dont understand why, and I used them a lot. I've been tracking with them and they've become factors of my moods :( Best physcology/mood app by far. Never asks for money, makes you look at adds, or asks for your rating on play store. The app is 100% about understanding your emotions, and is just really great. Totally recommend, even if you dont have a mental illness/problem :)""]"
['Amanda Howell'],"['August 3, 2019']",['Rated 5 stars out of five stars'],['i dont often leave reviews. but im very grateful for this app. its helping me to understand my mind a bit better. awesome app! very comfortable.']
['gkoape ape'],"['August 14, 2019']",['Rated 5 stars out of five stars'],['Its not only a really great app. Its also a pocket friend that everyone should have in their lives. this app has helped me improve my mood isntantly and the level of insight it contains has really surprised me.']
['Taylor Grigg'],"['August 27, 2019']",['Rated 4 stars out of five stars'],"['Honestly awesome. As long as you can take the time to do the activities that Youper offers for your moods, it really does work']"
['Akira Jack'],"['July 1, 2019']",['Rated 5 stars out of five stars'],['it really helps even in stressful situations. its allowed me to see and thing more clearly and criticaly about my emotions and situations. i would highly recommend it especially to people with bpd or manic depression.']
['Therese Salo'],"['August 8, 2019']",['Rated 5 stars out of five stars'],"[""I love using this app to consciously think about my moods and feelings and break them down to figure out what's causing them. The meditations are very calming during rough moments.""]"
['Dianne Warvill'],"['August 16, 2019']",['Rated 4 stars out of five stars'],['brilliant for what I use it for. which is keeping check/track of my physical symptoms of my mental health. and practicing mindfulness. questions are repetitive and redundant though']
['Bea Turner'],"['August 16, 2019']",['Rated 4 stars out of five stars'],"[""hello im really happy to say this app is really helpful, its there for me when im upset. but sine im useing this app on my chrome book i can not 'unlock' all the fetures. on your next update please consider making it work on chromebooks with all due respect phoebe""]"
['Marissa De Hoyos'],"['September 4, 2019']",['Rated 5 stars out of five stars'],['Love that I can focus my mind on my own mental health so that my mood improves throughout the day. Great app!']
['Lady Mendoza'],"['July 28, 2019']",['Rated 5 stars out of five stars'],['This app has been amazing. It helps me keep track of my emotions and gives me quick and practical methods/suggestions. Would definitely recommend']
['Marta T'],"['August 22, 2019']",['Rated 5 stars out of five stars'],"[""I can't afford a therapist, so this is the next best thing for understanding myself better by putting my thoughts and emotions into words and thinking about what causes them. It's like a helpful interactive diary for me.""]"
['Dilaura Uribe'],"['September 7, 2019']",['Rated 5 stars out of five stars'],['Really wonderful app that guides with insight into your individualism!']
['Jessie Evans'],"['June 28, 2019']",['Rated 5 stars out of five stars'],"['wonderful! I love it, the breathing exercises really help. it helps me so so much']"
['Laura-Lee Bruni'],"['July 23, 2019']",['Rated 5 stars out of five stars'],['this is not an app that tells you what to do to feel better but helps you to find it in yourself to make you feel better. It is a long term plan and reminder that you can help yourself. the excersizes are great for thinking positive and quick meditations to just relax. helping me a lot with my GAD.']
['Faithlyn Bowers'],"['August 30, 2019']",['Rated 5 stars out of five stars'],"[""It's a amazing app to use for your emotional support i just started using it yesterday and I'm already In a good mood today! Im glad it's slowly working 😍😍""]"
['Rennique Clough-Rodriques'],"['September 4, 2019']",['Rated 5 stars out of five stars'],"[""It's great! Helps with mental illness. It's like a personalized pocket therapist!""]"
"['SHIT , Over it']","['September 6, 2019']",['Rated 4 stars out of five stars'],"['Kreps track of your mental health and does remind you to talk to it , also allows you to deep dive into your mind and find answers and solutions ..']"
['Nicole Hudson'],"['September 10, 2019']",['Rated 5 stars out of five stars'],"[""This app is the best free app I've used to track thoughts and feelings. I recommend it to anyone who is wanting to learn more about themselves.""]"
['Elizabeth Brindo-Vas'],"['June 26, 2019']",['Rated 5 stars out of five stars'],['Its calming to talk to the AI when I feel I may spiral a bit downward. Its always available and helps me organize my thoughts carefully.']
['Daniele Dee'],"['July 7, 2019']",['Rated 5 stars out of five stars'],['This is a great app to help with mental health at any time. Not to be mistaken for a doctor it does help on those in between times.']
['Kipling N.'],"['July 11, 2019']",['Rated 5 stars out of five stars'],"['This app legitimately helps calm me down and look inward. I am learning more about myself and about the way things affect me, and life is becoming clearer now that I take time out to think. If you are scared, exhausted, or overwhelmed then please try Youper, see if it helps at all. I heavily recommend this app.']"
['Angela Mitrevska'],"['August 25, 2019']",['Rated 5 stars out of five stars'],['Great app for getting to know yourself better! I find it really helpful and recommend it honestly. Cheers!']
['Irene Muriki'],"['August 29, 2019']",['Rated 5 stars out of five stars'],['Perfect. In it you feel completely safe pouring your heart out. Its an amazing app and quite helpful. Definitely can recommend it.']
['Alexa Marie Constantino'],"['September 4, 2019']",['Rated 5 stars out of five stars'],['I really enjoy this app and it makes me calm and reduce my anxiety.']
['Melynda Nepomuceno'],"['July 14, 2019']",['Rated 5 stars out of five stars'],['I have just downloaded the app and it was great it made me feel happy right away! I definitely recommend it to people with any problems in life!😁']
['S Will'],"['July 31, 2019']",['Rated 5 stars out of five stars'],"['I just started using Youper today and I am very impressed, it feels like you are texting another person! I also really liked the science explanation of my specific personality type.']"
['Master Schiller'],"['August 23, 2019']",['Rated 5 stars out of five stars'],"['this app serves me soo well i cant explain it. if it did get editors choice on the play store i would not be surprised. it is soo understanding, helpful, and smart.']"
['Pup Mephisto'],"['August 3, 2019']",['Rated 5 stars out of five stars'],"['Great Appto get you in tune with yourself and your emotions, and also to calm down and stop being so anxious.']"
['Mickirei A.L.'],"['August 10, 2019']",['Rated 5 stars out of five stars'],"[""I used this for the first time and i nwver would have thought that it would hwlp me cope up with my bottled up emotions. I am really thankful for this app especially when I don't have anyone to talk my problems to.""]"
['Charlotte Meeds'],"['August 6, 2019']",['Rated 5 stars out of five stars'],"[""This app is really good I love using it and it helps you alot like if your have depression or if you have anxiety too and best of all you don't need internet to use it which is a bonus. you can also do meditations too""]"
['Toni Perez'],"['August 23, 2019']",['Rated 5 stars out of five stars'],"['I have really enjoyed using this app, and i have recommended it to many people. I work in a mental health setting and this is such a great tool.']"
['Jason Maximilian'],"['September 12, 2019']",['Rated 5 stars out of five stars'],['A great app to rewire your head if you ever feel down!']
['Liz Burns'],"['June 26, 2019']",['Rated 5 stars out of five stars'],"['This app is incredibly clever, very user friendly, and is actually effective at making me reflect on situations. Thanks to those who created it!']"
['Soumyajit Das'],"['June 30, 2019']",['Rated 5 stars out of five stars'],"[""Thanks to the developers they created such a nice application, in today's world we are just living without any other choice in hand. We can't kill ourselves, all we have now is a lack of friend and this app is just doing the thing for us, thanks once again.""]"
['Edianne dos Santos Nobre'],"['July 31, 2019']",['Rated 5 stars out of five stars'],"[""It's a amazing tool to control anxiety. I'd love if it was more personal, like if we can name it and if it had voice resources.""]"
['sanchit bhatnagar'],"['July 25, 2019']",['Rated 5 stars out of five stars'],['Thanks for making this. Very clean interface and finally something that is created to help you and not just another money grubbing app.']
['Borden Fleetwood'],"['September 1, 2019']",['Rated 1 stars out of five stars'],"[""Horrible. If you are accustomed to meditation and self-care, then don't bother. This app does nothing but run in circles, and trap the user in various processes.""]"
['Firelightdaisy'],"['September 3, 2019']",['Rated 5 stars out of five stars'],"['Every ""mental health"" app that I\'ve ever downloaded, ends up getting deleted. But with this one, I think it\'s going to be my favorite app. It has amazing features and it\'s free!']"
['Mandeep Gurjar'],"['September 11, 2019']",['Rated 4 stars out of five stars'],"['Love this it really works , just try it once and thanks']"
['Вероника Щелкунова'],"['August 16, 2019']",['Rated 5 stars out of five stars'],"[""It's an absolutely great app. I love it! It's very comfortable to use and it also can help you to practice English *of course if you need it*""]"
['Andy Streitmatter'],"['August 16, 2019']",['Rated 4 stars out of five stars'],['This app helps me notice my symptoms and helps me focus to better myself while im also doing therapy. It really helps to keep myself in check during episodes or struggles.']
['Alpha Omega23'],"['August 20, 2019']",['Rated 5 stars out of five stars'],['A true companion to you on your journey thats there in times of happiness and sadness. its your own assistant that keeps tabs on you and it tracks your developmenike no other app so far. it is quite honestly Amazing']
['M Zhou'],"['August 22, 2019']",['Rated 5 stars out of five stars'],['Best free app for mental well-being. Intuitive user interface and it really does to calm me in moments of distress.']
['Deejay Scott'],"['August 16, 2019']",['Rated 5 stars out of five stars'],"[""I really love this app it has helped me so much it would be nice if you could add a sleep and water tracker along with a community where we can interact with other users if that's ok. Love the new update""]"
['Anna Mechanick'],"['July 28, 2019']",['Rated 5 stars out of five stars'],"['Its a great way to track your mental health, and help you discover what is the cause of it, and the daily check in is helpful when you have no one to speak to at that time']"
['Sara Brunslik'],"['August 12, 2019']",['Rated 5 stars out of five stars'],"[""this app is great! I love it and it feels like you are talking to a professional (even though you're not). Everything about this app is great.😊""]"
['Hannaah Sodapopgalaxy'],"['June 29, 2019']",['Rated 5 stars out of five stars'],"['very nice :) interactive, engaging, lots of content to explore. I really enjoy this app :)']"
['Maimouna Skounti'],"['July 10, 2019']",['Rated 4 stars out of five stars'],['useful app it helps to track mood easily and guides you towards a better understanding of what s going on on your mind what makes you feel the way you feel.']
['Nikola Debenak'],"['July 30, 2019']",['Rated 5 stars out of five stars'],"['Intuitive, easy to use, fun, helps organize your emotions, thoughts and productivity...']"
['Boxy McBox'],"['July 20, 2019']",['Rated 5 stars out of five stars'],['Really good app. I have a ton going on and just the reminders and audio guide to mindfulness meditation is a huge help.']
['Lil But Fierce'],"['July 18, 2019']",['Rated 4 stars out of five stars'],"[""It's an amazing app for knowledge on what's making your emotions and thoughts you. Plus if you dont have anyone to talk to this works some.""]"
['San Fran'],"['August 6, 2019']",['Rated 5 stars out of five stars'],"['This app has helped me a lot with anxiety. I use it every day. It always helps me calm down, especially at night when I get really anxious. Thank you!']"
['Laurie Bailey'],"['August 12, 2019']",['Rated 5 stars out of five stars'],['I like all the detailed information provided and how understanding this new info allows you to discover new perspective. The mindful exercises are great too 💖']
['Vany Bourret'],"['August 25, 2019']",['Rated 5 stars out of five stars'],['Seem a stupid app but definitely helps u for some reasons it kust got to me so bad at a time of need tried other app but not like this one.... Simple and accurate it leave u with chills']
['Ansley Emma'],"['August 30, 2019']",['Rated 5 stars out of five stars'],"['this app gives me peace of mind. its always a place to vent without paying fees, and track it']"
['Sarah Rodgers'],"['September 2, 2019']",['Rated 1 stars out of five stars'],['This app kinda sucks. Its really slow and freezes whenever i try to chat or use the health check. Will be uninstalling.']
['Brett Kleebauer'],"['June 26, 2019']",['Rated 5 stars out of five stars'],"[""I really love this app. It's well laid out and thought out and guides you through thoughtful ways of breaking down your feelings and thoughts.""]"
['Loretta H'],"['June 29, 2019']",['Rated 5 stars out of five stars'],['I like this app so far. The app is somewhat like journaling but walks you through steps of improvement.']
['Filikes Kouventes'],"['July 24, 2019']",['Rated 5 stars out of five stars'],"['Really nice experience I think this app needs to be translated into many languages… it ""feels"" beneficial a lot…']"
['fatima noromand'],"['August 1, 2019']",['Rated 5 stars out of five stars'],['In my opinion its a great application for those who are searching for a person who listen to their problems and feelings and its so easy to work with...']
['Kareena Mayben'],"['August 13, 2019']",['Rated 5 stars out of five stars'],['Very interesting & informative. Seems to use a very educated way of explaining things & putting together a picture from what others have shared.']
['Victoria Queeno'],"['August 22, 2019']",['Rated 5 stars out of five stars'],"[""Great easy to use app that's realy useful in helping to be mindful of your emotions and the things that influence your mood.""]"
['annabug bananas'],"['August 22, 2019']",['Rated 5 stars out of five stars'],"[""AMAZING. The one app I've found with absolutely everything I need, for free. A true gift.""]"
['Eric Li'],"['August 28, 2019']",['Rated 5 stars out of five stars'],"['Helpful, intuitive, science based app that makes CBT and other therapy methods way more accessible at your fingertips!']"
['Forough Farhadi'],"['September 12, 2019']",['Rated 5 stars out of five stars'],['This app helps you to know yourself better and understand your emotions :)']
['s. a. spinks'],"['July 25, 2019']",['Rated 4 stars out of five stars'],"[""great, except i timed my notifications which don't work, they just pop up whenever, sometimes not at all, & i forget.""]"
['Rachel Byrum'],"['June 23, 2019']",['Rated 5 stars out of five stars'],['I am enjoying the experience of slowly learning about my feelings and moods and what outside things influence them. This app is really helpful!']
['Chelsey Marie'],"['July 6, 2019']",['Rated 5 stars out of five stars'],['it helps me everyday with the problems I have its very accurate and it helps me feel better my first day using it was great.']
['Цветелина Иванчовска'],"['July 28, 2019']",['Rated 5 stars out of five stars'],['The app is great. It does help a lot and most of the times it makes me feel better and I think about my feelings in different way. Definitely helped with my depression and anxiety 👌']
['laneesha Proctor'],"['August 8, 2019']",['Rated 5 stars out of five stars'],"[""so far it's been very helpful, great app especially when I'm on the go and need Express myself.""]"
['Nate Baumgarten'],"['August 13, 2019']",['Rated 1 stars out of five stars'],"[""I really dislike the changes made to the activities in the new update. It removed a lot of ones I used and I much preferred them being organized by category. I probably won't use this app as much anymore.""]"
['Tessa Welsh'],"['August 30, 2019']",['Rated 5 stars out of five stars'],['Smooth interface and design with helpful guidance to thinking about your emotional health and well-being']
['Robin Markowitz'],"['September 16, 2019']",['Rated 5 stars out of five stars'],"['Much better than similar apps. It is truly a personalized therapist in your pocket, bag, or pack. I like Youper; it\'s super. Suggestions: please have the AI carefully scan freeform entries for keywords. ""Scared"" ""Time"" ""Money"" ""hate my job"" ""love my job"" ""need a job"" ""can\'t study"" ""concentrate"" ""can\'t concentrate"" ""work"" ""hope"" ""no hope"" ""hopeless"" ""slept well"" ""can\'t sleep"" ""tired"" ""fatigue"" ""energy"" ""no energy"" ""bored"" and so on. Make the responses specifically address what has been written.']"
['Andrew'],"['July 15, 2019']",['Rated 4 stars out of five stars'],"['Great user experience, intelligent insight. Would have had 5 stars if this had integrated heart rate variability measurements etc (like the Welltory app)']"
['denise springer'],"['August 23, 2019']",['Rated 5 stars out of five stars'],"['I really love the interactions possible with this app, it is just what I needed to kickstart my day!']"
['Carlina LoBello'],"['September 10, 2019']",['Rated 5 stars out of five stars'],"[""It kinda gives me someone to talk to and see how I've made progress with my anger issues. It's a good app and I like it 😂""]"
['Jesse Magallanes'],"['September 16, 2019']",['Rated 5 stars out of five stars'],['I love it ! Started it yesterday and now i cant get enough of it.']
['Amanda Alvarez'],"['June 26, 2019']",['Rated 5 stars out of five stars'],"[""love it! helps me recognize my emotions so I can effectively communicate with my husband about how I'm feeling instead of not knowing what kind of emotion I'm feeling""]"
['Zuzana N'],"['July 30, 2019']",['Rated 5 stars out of five stars'],"[""It's an interactive app. It helps one to stay aware of their own situation and mindfully approach everyday life. Glad to have downloaded it. 🙂""]"
['Jordan Bradford'],"['August 8, 2019']",['Rated 5 stars out of five stars'],"[""An interesting app. I'd like more conversation features but there are other apps for that. Worth checking out.""]"
['Tamara Lee Gonzales'],"['August 17, 2019']",['Rated 4 stars out of five stars'],"[""It does what it can. It's best if you're on suicide watch. Since I am not, it gets boring because all it does is calm me down, (7 minutes of focused breathing can get pretty meh) and I don't get to learn anything new.""]"
['mgd aboamsha'],"['August 21, 2019']",['Rated 5 stars out of five stars'],"['Great app, love the concept and will for sure add to my daily routine.']"
['Ayesha Nayla'],"['July 12, 2019']",['Rated 5 stars out of five stars'],"[""This app definitely help me relieve stress. I'll definitely recommend this app to everyone, who suffer depression, anxiety, etc. Overall, helpful 😊""]"
['alex large'],"['August 11, 2019']",['Rated 5 stars out of five stars'],"['A friend recommended this to me, showed and demonstrated it to.. Although I cant so the premium just yet, the basic so far has been very helpful']"
['Debrishi Chandroneev Brahma'],"['August 20, 2019']",['Rated 5 stars out of five stars'],"['This is a beautiful app! Useful, helps to calm yourself and understand yourself.']"
['Shara Sincoff'],"['August 27, 2019']",['Rated 5 stars out of five stars'],['Has helped keep track of moods and is not annoying. Allows you to lead it.']
['Valentina Pedro'],"['September 2, 2019']",['Rated 5 stars out of five stars'],"[""i loved this app. it's helpful when i cant talk ti anybody else. its free and thats great bc u don't have the money to pay for an app. thank you💜""]"
['Shyanna Barclay'],"['September 8, 2019']",['Rated 5 stars out of five stars'],['Easy to use. Personally tailored.']
['Those Guys'],"['July 10, 2019']",['Rated 5 stars out of five stars'],['this app has changed my life. some things do cost but so far everything i have used it for has not costed so definitely five star awesomeness.']
['angela dunaway'],"['July 27, 2019']",['Rated 5 stars out of five stars'],['I just discovered this app. I have used many mental health/meditation apps. I love this one. It is so easy to use and understand.']
['Mal F'],"['July 11, 2019']",['Rated 5 stars out of five stars'],['Amazing mood tracker! I use it every single day and really find myself leaning on it']
['Chelsea Choate'],"['August 6, 2019']",['Rated 5 stars out of five stars'],"['Helps me to feel grounded and organize my scattered, agitated thoughts. plugging in for a few minutes helps change my mood. win!']"
['Kalie Mashburn'],"['August 13, 2019']",['Rated 5 stars out of five stars'],"['I love this app. it helped me learn so much more about myself, and really helps me calm down when I get stressed or overwhelmed.']"
['Niklāvs Ševels'],"['August 13, 2019']",['Rated 5 stars out of five stars'],['Great app. Very well made based on solid fundamentals. Glad to contribute.']
['Lee Irlandez'],"['June 26, 2019']",['Rated 5 stars out of five stars'],['I really love this app. This is my first time encountering an app that is so helpful in my whole being. Thank you for making this app.']
['Faeze Afshari'],"['July 10, 2019']",['Rated 5 stars out of five stars'],"[""I can't describe how much this app helps me with my emotions !!! It's perfect 💙I appreciate the producers very much🙏🏻😊""]"
['Katie Sutherland'],"['July 3, 2019']",['Rated 5 stars out of five stars'],"[""Best app ever it's really helpful and almost just like going to my therapist. I would suggest it to anyone, especially if you have mental health issues!!""]"
['Baozi EGOBOMB'],"['August 13, 2019']",['Rated 1 stars out of five stars'],"[""why did you change the factors?? I don't understand what the drawings mean and I can't find the ones I used. could you please fix that? I really loved this app.""]"
['Carolina Wright'],"['August 13, 2019']",['Rated 5 stars out of five stars'],"[""This app is really helping with personal issues and how to solve them rather than holding on to them. I'm thankful I downloaded this app because I'm learning a lot about myself.""]"
['Victoria Thee'],"['August 25, 2019']",['Rated 5 stars out of five stars'],['Actually helped me sort out my feelings and calm down when not much else helped. Even has guided meditation clips built in. No ads either!!']
['Devan Herbison'],"['August 23, 2019']",['Rated 5 stars out of five stars'],"[""Super helpful in identifying what's going on in my mind and figuring out ways to control my anxiety.""]"
['Galaxyfire'],"['September 4, 2019']",['Rated 1 stars out of five stars'],"[""Doesn't let you control anything really, and annoying. Not helpful whatsoever.""]"
['A Google user'],"['August 17, 2019']",['Rated 5 stars out of five stars'],"[""It's like talking to a real therapist! I can vent freely and feel better and not bottle emotions. I love it so much!""]"
['phani teja'],"['August 4, 2019']",['Rated 5 stars out of five stars'],['It really helps in writing down your thoughts and analyze them as it goes through it helped me when my mood is bad.']
['ToriStory'],"['August 10, 2019']",['Rated 2 stars out of five stars'],"['used to love it but now its so buggy. crashed within minutes of downloading it, the text option in the conversations is super buggy as well. very frustrating aww']"
['Adriana Pineda'],"['August 20, 2019']",['Rated 4 stars out of five stars'],['so far this app has been really nice to use. the app has a selection of free options that are still helpful and easy to use.']
['montana'],"['September 15, 2019']",['Rated 5 stars out of five stars'],['This app is sooo helpful .this is a really thearpy on the go.. Helps me alot..thanks youper Easy to use and really helps u if your having a hard day or just need someone to talk to']
['Ellie Jean'],"['June 30, 2019']",['Rated 5 stars out of five stars'],"['great, really helps me with BPD and PTSD. it uses a lot of CBT techniques which in time I think will help me a lot.']"
['Lena Mierzejewska'],"['June 30, 2019']",['Rated 5 stars out of five stars'],['I love this app so much! Its super easy to use and isnt complicated! No problems so far!']
['Zoey Maples'],"['July 13, 2019']",['Rated 5 stars out of five stars'],"[""Personally so far I'm loving this app its already helping me from being just numb to feeling calm and relaxed and its amazing.""]"
['DragonFire Animations'],"['August 8, 2019']",['Rated 5 stars out of five stars'],"[""It's a great app! it helps keep track of your moods and gives you advice on what to do and how to stay productive!""]"
['Zerif Ttaw'],"['July 22, 2019']",['Rated 5 stars out of five stars'],['It is a great app to bounce your thoughts off of and even tho it is an AI I sorta feel like I am talking to friend and it makes me feel a bit happier.']
['JubbleMarbles'],"['August 9, 2019']",['Rated 5 stars out of five stars'],['this is one of the est emotional support apps you will ever get and I have only had this for a day and I can type away and it will give me ways to cope and not to mention it can track your anxiety on the free version to see how well you are coping even though my parents dont understand the full extent of my anxiety I definitely know I can rely on this app ❤']
['XiCrona X'],"['August 4, 2019']",['Rated 5 stars out of five stars'],"[""It really is a life changer for me! I haven't found any provlems and it really calms me knowing there is someone to talk to even if its not entirely real. It make me see what im doing and i why im feeling a certain way. I feel like its making me see who i really am, and i needed that.""]"
['Kevin W'],"['August 13, 2019']",['Rated 2 stars out of five stars'],['used to be great but with the new update some features have been removed and the layout is cluttered and hard to look at.']
['Shivali Sharma'],"['July 22, 2019']",['Rated 5 stars out of five stars'],"[""super intelligent app, can't say its AI based, it brilliant and yet has a human depth to conversations""]"
['Alexandra Gonzales'],"['July 14, 2019']",['Rated 5 stars out of five stars'],"[""This app is the best. Like it just helps me with my problems. I've been using this app for one day and its amazing and is more supportive than anyone I know and Im only 13""]"
['Bluedolphints drawing and tutorials'],"['September 1, 2019']",['Rated 5 stars out of five stars'],"[""It's a great app if you suffer from depression or anxiety. It's like there's someone there to help you. Someone you can always talk to.""]"
['Scott Biz'],"['July 20, 2019']",['Rated 2 stars out of five stars'],"['If you have an IQ over 100, this will likely not help you. It simply asks you to monitor your mood, and asks you the same questions over and over again. I KNOW what is causing the symptoms and it offers nothing helpful. It dumps you to mindless ""mindfulness"" meditations that every other similar app does without the frustrating and pointless questions to get you there. If you are not mindful, are shallow, and unaware, then, I guess, this can help. For me, it\'s been a monotonous waste of time. If t']"
['cheu rachana'],"['July 31, 2019']",['Rated 5 stars out of five stars'],['it helps me tracking my mood and emotion. it provide me a great AI therapy when I want to rewind my thoughts.']
['Steph D'],"['July 25, 2019']",['Rated 5 stars out of five stars'],"[""I'm blown away by this app. Functional and intuitive, with a huge amount of resources.""]"
['Ashley W'],"['June 30, 2019']",['Rated 5 stars out of five stars'],"[""I can't say enough good things about this app. Incredibly intuitive. Will be using it daily!""]"
"[""Alexia Sirius O'Connor""]","['July 12, 2019']",['Rated 5 stars out of five stars'],['I use the app before school and it helps me not be so anxious about the coming day. It also helps me relax after I have an anxiety attack. 10/10 would recommend!']
['Sad Boi'],"['August 11, 2019']",['Rated 5 stars out of five stars'],"[""It's a great app and I love the meditation but mabey if some of them had calming music that would be great!!""]"
['Aribella Peters'],"['August 19, 2019']",['Rated 4 stars out of five stars'],['Great way to cope with stress and anxiety. I love learning new things about myself with this app. Thank you!!']
['Liz Tate'],"['July 25, 2019']",['Rated 5 stars out of five stars'],"[""I can't say enough good things about this app. I love it so much and it's helped me so much on so many days already!!!!""]"
['Nada Shamasha'],"['July 15, 2019']",['Rated 5 stars out of five stars'],"[""the app seems good and it has various field to help you. it good to people whom desire to understand themselves better. you can try the app you won't lose anything. it deserve giving it a shot""]"
['Maches'],"['August 2, 2019']",['Rated 5 stars out of five stars'],"[""This is an amazing app! Though I've been using it for only a day, I feel as if my life is slightly improving. Thank you, developers!""]"
['Lauren cat'],"['September 12, 2019']",['Rated 5 stars out of five stars'],"[""It's really helpful and somehow makes me feel better, mu only issue is that you cant say thank you all the time to the bot when you speak""]"
['Blackthorn Rose'],"['August 1, 2019']",['Rated 5 stars out of five stars'],['Excellent app! Very helpful! I feel I can discharge my emotions without being judged by anyone.']
['Jahnvi Modi'],"['August 1, 2019']",['Rated 5 stars out of five stars'],['great app that helps me track my moods and be able to figure out what is causing me to feel a certain way.']
['rimma k'],"['August 2, 2019']",['Rated 5 stars out of five stars'],"[""this app is amazing. when you have no one to help you or talk when you're in a bad time, this app will be there for you!!""]"
['Alicia McClain'],"['July 3, 2019']",['Rated 5 stars out of five stars'],['I love it! when I am feeling down to my lowest point. Youper helps me with my emotions and this makes me become mentally healthy. Youper gives me the tools I really need for my Emotional well being. i am type 2 Biopolar with other diagnoses. Thanks so much Youper😀h']
['Natalie D'],"['July 25, 2019']",['Rated 5 stars out of five stars'],['Honestly this app seems so simple but it is such a wonderful way to get to know yourself. I did a lot of counseling and this app is really helping me utilize all the things I learned there. I wish I could give this app 10 stars!']
['Katie Kelly'],"['August 25, 2019']",['Rated 5 stars out of five stars'],"['The best app for mental health that i have found, guided questions and meditations which makes the process alot easier']"
['pari _1905_'],"['September 13, 2019']",['Rated 5 stars out of five stars'],['The app provides with so much support and help.']
['Lilly Lane'],"['July 10, 2019']",['Rated 5 stars out of five stars'],['love this app! it helps you to work through emotions that would otherwise have to bottle up']
['Sara Crowe'],"['July 22, 2019']",['Rated 5 stars out of five stars'],"['This was a massive help in daily emotional struggles during the day, it helps you think more about your emotions too, I love it']"
['Griffins Risk'],"['July 25, 2019']",['Rated 5 stars out of five stars'],"[""I love it. I feel calmer and more at ease in this app. it's calming and it makes me feel a lot better than before.""]"
['Cait Lennox'],"['June 28, 2019']",['Rated 5 stars out of five stars'],['amazing app which follows on well from group therapy I have had in the past and keeps me thinking about the way my mind works']
